imageName,x1,y1,x2,y2,label
ucfAction/Riding-Horse/010/RF1-12001_70087.jpg,453,15,160,326,Running
ucfAction/Riding-Horse/010/RF1-12001_70094.jpg,443,7,165,305,Running
ucfAction/Riding-Horse/010/RF1-12001_70088.jpg,448,16,152,320,Running
ucfAction/Riding-Horse/010/RF1-12001_70065.jpg,430,5,159,325,Running
ucfAction/Riding-Horse/010/RF1-12001_70116.jpg,305,39,182,315,Running
ucfAction/Riding-Horse/010/RF1-12001_70093.jpg,451,6,159,298,Running
ucfAction/Riding-Horse/010/RF1-12001_70106.jpg,371,27,199,312,Running
ucfAction/Riding-Horse/010/RF1-12001_70081.jpg,447,4,167,319,Running
ucfAction/Riding-Horse/010/RF1-12001_70098.jpg,454,24,158,314,Running
ucfAction/Riding-Horse/010/RF1-12001_70105.jpg,394,29,184,325,Running
ucfAction/Riding-Horse/010/RF1-12001_70082.jpg,453,15,161,326,Running
ucfAction/Riding-Horse/010/RF1-12001_70068.jpg,444,10,148,337,Running
ucfAction/Riding-Horse/010/RF1-12001_70111.jpg,335,24,185,308,Running
ucfAction/Riding-Horse/010/RF1-12001_70067.jpg,445,11,156,336,Running
ucfAction/Riding-Horse/007/6029-1_70016.jpg,337,142,121,258,Running
ucfAction/Riding-Horse/007/6029-1_70052.jpg,168,103,132,303,Running
ucfAction/Riding-Horse/007/6029-1_70018.jpg,319,138,127,258,Running
ucfAction/Riding-Horse/007/6029-1_70005.jpg,391,139,102,242,Running
ucfAction/Riding-Horse/007/6029-1_70014.jpg,355,145,121,263,Running
ucfAction/Riding-Horse/007/6029-1_70047.jpg,214,126,132,300,Running
ucfAction/Riding-Horse/007/6029-1_70004.jpg,390,145,110,237,Running
ucfAction/Riding-Horse/007/6029-1_70043.jpg,229,99,143,300,Running
ucfAction/Riding-Horse/007/6029-1_70049.jpg,183,106,137,308,Running
ucfAction/Riding-Horse/007/6029-1_70045.jpg,226,106,132,311,Running
ucfAction/Riding-Horse/007/6029-1_70041.jpg,246,96,123,306,Running
ucfAction/Riding-Horse/007/6029-1_70031.jpg,268,120,129,287,Running
ucfAction/Riding-Horse/007/6029-1_70020.jpg,316,136,117,255,Running
ucfAction/Riding-Horse/007/6029-1_70013.jpg,370,151,124,254,Running
ucfAction/Riding-Horse/007/6029-1_70026.jpg,271,132,141,278,Running
ucfAction/Riding-Horse/007/6029-1_70003.jpg,391,145,120,234,Running
ucfAction/Riding-Horse/007/6029-1_70024.jpg,288,148,127,260,Running
ucfAction/Riding-Horse/007/6029-1_70009.jpg,370,133,120,249,Running
ucfAction/Riding-Horse/007/6029-1_70040.jpg,241,102,137,284,Running
ucfAction/Riding-Horse/007/6029-1_70007.jpg,376,136,118,248,Running
ucfAction/Riding-Horse/007/6029-1_70033.jpg,259,127,136,288,Running
ucfAction/Riding-Horse/007/6029-1_70046.jpg,213,121,146,296,Running
ucfAction/Riding-Horse/007/6029-1_70001c.jpg,378,129,120,236,Running
ucfAction/Riding-Horse/007/6029-1_70010.jpg,375,139,121,245,Running
ucfAction/Riding-Horse/007/6029-1_70008.jpg,372,136,112,249,Running
ucfAction/Riding-Horse/007/6029-1_70048.jpg,205,121,131,293,Running
ucfAction/Riding-Horse/007/6029-1_70021.jpg,309,141,130,261,Running
ucfAction/Riding-Horse/007/6029-1_70025.jpg,276,141,135,267,Running
ucfAction/Riding-Horse/007/6029-1_70022.jpg,301,147,129,258,Running
ucfAction/Riding-Horse/007/6029-1_70042.jpg,238,102,131,309,Running
ucfAction/Riding-Horse/007/6029-1_70035.jpg,252,124,139,306,Running
ucfAction/Riding-Horse/007/6029-1_70038.jpg,253,114,126,293,Running
ucfAction/Riding-Horse/007/6029-1_70037.jpg,255,127,123,285,Running
ucfAction/Riding-Horse/007/6029-1_70055.jpg,157,96,149,336,Running
ucfAction/Riding-Horse/007/6029-1_70036.jpg,253,121,139,299,Running
ucfAction/Riding-Horse/007/6029-1_70030.jpg,265,123,123,282,Running
ucfAction/Riding-Horse/007/6029-1_70029.jpg,262,120,133,287,Running
ucfAction/Riding-Horse/007/6029-1_70044.jpg,225,100,152,306,Running
ucfAction/Riding-Horse/007/6029-1_70011.jpg,378,147,127,239,Running
ucfAction/Riding-Horse/007/6029-1_70027.jpg,270,127,130,279,Running
ucfAction/Riding-Horse/007/6029-1_70015.jpg,342,138,129,263,Running
ucfAction/Riding-Horse/007/6029-1_70001.jpg,405,121,93,239,Running
ucfAction/Riding-Horse/007/6029-1_70056.jpg,172,109,159,312,Running
ucfAction/Riding-Horse/007/6029-1_70023.jpg,286,145,129,269,Running
ucfAction/Riding-Horse/007/6029-1_70001b.jpg,385,130,118,239,Running
ucfAction/Riding-Horse/007/6029-1_70054.jpg,165,96,144,323,Running
ucfAction/Riding-Horse/007/6029-1_70001a.jpg,379,123,121,249,Running
ucfAction/Riding-Horse/007/6029-1_70032.jpg,261,123,123,288,Running
ucfAction/Riding-Horse/007/6029-1_70034.jpg,256,127,126,306,Running
ucfAction/Riding-Horse/007/6029-1_70012.jpg,370,156,136,240,Running
ucfAction/Riding-Horse/007/6029-1_70019.jpg,315,136,120,260,Running
ucfAction/Riding-Horse/007/6029-1_70017.jpg,322,132,133,267,Running
ucfAction/Riding-Horse/007/6029-1_70050.jpg,192,109,120,294,Running
ucfAction/Riding-Horse/007/6029-1_70051.jpg,171,97,128,311,Running
ucfAction/Riding-Horse/007/6029-1_70053.jpg,159,97,135,315,Running
ucfAction/Riding-Horse/007/6029-1_70039.jpg,261,118,116,276,Running
ucfAction/Riding-Horse/007/6029-1_70006.jpg,369,135,123,252,Running
ucfAction/Riding-Horse/007/6029-1_70057.jpg,174,109,165,320,Running
ucfAction/Riding-Horse/007/6029-1_70028.jpg,271,126,127,284,Running
ucfAction/Riding-Horse/007/6029-1_70002.jpg,385,141,99,230,Running
ucfAction/Riding-Horse/006/6018-29_70047.jpg,255,126,126,264,Running
ucfAction/Riding-Horse/006/6018-29_70018.jpg,319,126,127,257,Running
ucfAction/Riding-Horse/006/6018-29_70007.jpg,330,120,135,263,Running
ucfAction/Riding-Horse/006/6018-29_70035.jpg,258,120,131,266,Running
ucfAction/Riding-Horse/006/6018-29_70009.jpg,322,120,127,260,Running
ucfAction/Riding-Horse/006/6018-29_70001.jpg,318,118,148,261,Running
ucfAction/Riding-Horse/006/6018-29_70019.jpg,328,117,123,266,Running
ucfAction/Riding-Horse/006/6018-29_70008.jpg,336,120,127,264,Running
ucfAction/Riding-Horse/006/6018-29_70004.jpg,325,126,133,252,Running
ucfAction/Riding-Horse/006/6018-29_70032.jpg,265,114,148,266,Running
ucfAction/Riding-Horse/006/6018-29_70041.jpg,252,114,147,258,Running
ucfAction/Riding-Horse/006/6018-29_70024.jpg,301,127,133,255,Running
ucfAction/Riding-Horse/006/6018-29_70044.jpg,241,123,146,257,Running
ucfAction/Riding-Horse/006/6018-29_70045.jpg,255,123,132,267,Running
ucfAction/Riding-Horse/006/6018-29_70052.jpg,259,111,122,272,Running
ucfAction/Riding-Horse/006/6018-29_70029.jpg,264,120,133,257,Running
ucfAction/Riding-Horse/006/6018-29_70006.jpg,333,123,127,261,Running
ucfAction/Riding-Horse/006/6018-29_70037.jpg,258,127,128,255,Running
ucfAction/Riding-Horse/006/6018-29_70048.jpg,244,126,141,263,Running
ucfAction/Riding-Horse/006/6018-29_70062.jpg,258,115,144,266,Running
ucfAction/Riding-Horse/006/6018-29_70059.jpg,270,121,132,273,Running
ucfAction/Riding-Horse/006/6018-29_70010.jpg,334,117,133,252,Running
ucfAction/Riding-Horse/006/6018-29_70057.jpg,259,135,138,261,Running
ucfAction/Riding-Horse/006/6018-29_70034.jpg,261,123,150,260,Running
ucfAction/Riding-Horse/006/6018-29_70013.jpg,327,114,127,264,Running
ucfAction/Riding-Horse/006/6018-29_70025.jpg,283,136,136,255,Running
ucfAction/Riding-Horse/006/6018-29_70043.jpg,247,115,160,266,Running
ucfAction/Riding-Horse/006/6018-29_70051.jpg,252,117,148,266,Running
ucfAction/Riding-Horse/006/6018-29_70002.jpg,319,120,135,261,Running
ucfAction/Riding-Horse/006/6018-29_70033.jpg,253,112,147,267,Running
ucfAction/Riding-Horse/006/6018-29_70030.jpg,273,117,127,266,Running
ucfAction/Riding-Horse/006/6018-29_70012.jpg,333,115,132,257,Running
ucfAction/Riding-Horse/006/6018-29_70028.jpg,283,126,130,258,Running
ucfAction/Riding-Horse/006/6018-29_70011.jpg,325,109,133,266,Running
ucfAction/Riding-Horse/006/6018-29_70058.jpg,265,127,144,263,Running
ucfAction/Riding-Horse/006/6018-29_70055.jpg,252,123,132,275,Running
ucfAction/Riding-Horse/006/6018-29_70017.jpg,319,127,136,267,Running
ucfAction/Riding-Horse/006/6018-29_70031.jpg,256,112,150,266,Running
ucfAction/Riding-Horse/006/6018-29_70042.jpg,247,118,138,254,Running
ucfAction/Riding-Horse/006/6018-29_70003.jpg,312,120,133,263,Running
ucfAction/Riding-Horse/006/6018-29_70049.jpg,255,120,141,264,Running
ucfAction/Riding-Horse/006/6018-29_70022.jpg,303,117,135,258,Running
ucfAction/Riding-Horse/006/6018-29_70060.jpg,261,129,138,254,Running
ucfAction/Riding-Horse/006/6018-29_70005.jpg,328,129,132,254,Running
ucfAction/Riding-Horse/006/6018-29_70027.jpg,282,132,133,254,Running
ucfAction/Riding-Horse/006/6018-29_70056.jpg,258,123,129,275,Running
ucfAction/Riding-Horse/006/6018-29_70021.jpg,309,115,148,261,Running
ucfAction/Riding-Horse/006/6018-29_70036.jpg,255,127,142,258,Running
ucfAction/Riding-Horse/006/6018-29_70063.jpg,249,114,148,267,Running
ucfAction/Riding-Horse/006/6018-29_70016.jpg,325,126,133,264,Running
ucfAction/Riding-Horse/006/6018-29_70000.jpg,319,120,130,272,Running
ucfAction/Riding-Horse/006/6018-29_70026.jpg,271,130,148,251,Running
ucfAction/Riding-Horse/006/6018-29_70020.jpg,310,118,133,266,Running
ucfAction/Riding-Horse/006/6018-29_70015.jpg,331,127,130,263,Running
ucfAction/Riding-Horse/006/6018-29_70023.jpg,294,121,147,255,Running
ucfAction/Riding-Horse/006/6018-29_70040.jpg,262,121,125,255,Running
ucfAction/Riding-Horse/006/6018-29_70054.jpg,259,118,130,266,Running
ucfAction/Riding-Horse/006/6018-29_70038.jpg,246,127,148,258,Running
ucfAction/Riding-Horse/006/6018-29_70014.jpg,328,129,136,258,Running
ucfAction/Riding-Horse/006/6018-29_70050.jpg,256,120,129,269,Running
ucfAction/Riding-Horse/008/6029-1_70178.jpg,304,136,150,312,Running
ucfAction/Riding-Horse/008/6029-1_70194.jpg,331,166,145,338,Running
ucfAction/Riding-Horse/008/6029-1_70199.jpg,349,136,169,350,Running
ucfAction/Riding-Horse/008/6029-1_70173.jpg,307,106,160,320,Running
ucfAction/Riding-Horse/008/6029-1_70185.jpg,277,126,180,339,Running
ucfAction/Riding-Horse/008/6029-1_70144.jpg,274,103,153,312,Running
ucfAction/Riding-Horse/008/6029-1_70170.jpg,333,114,162,339,Running
ucfAction/Riding-Horse/008/6029-1_70179.jpg,301,144,168,317,Running
ucfAction/Riding-Horse/008/6029-1_70155.jpg,294,96,159,344,Running
ucfAction/Riding-Horse/008/6029-1_70202.jpg,354,139,163,360,Running
ucfAction/Riding-Horse/008/6029-1_70176.jpg,306,118,157,311,Running
ucfAction/Riding-Horse/008/6029-1_70198.jpg,357,144,165,351,Running
ucfAction/Riding-Horse/008/6029-1_70147.jpg,270,81,151,329,Running
ucfAction/Riding-Horse/008/6029-1_70184.jpg,297,138,162,332,Running
ucfAction/Riding-Horse/008/6029-1_70189.jpg,289,148,172,341,Running
ucfAction/Riding-Horse/008/6029-1_70156.jpg,307,99,141,350,Running
ucfAction/Riding-Horse/008/6029-1_70164.jpg,340,102,156,350,Running
ucfAction/Riding-Horse/008/6029-1_70190.jpg,285,157,171,345,Running
ucfAction/Riding-Horse/008/6029-1_70163.jpg,327,90,168,350,Running
ucfAction/Riding-Horse/008/6029-1_70183.jpg,306,135,160,324,Running
ucfAction/Riding-Horse/008/6029-1_70175.jpg,306,108,163,318,Running
ucfAction/Riding-Horse/008/6029-1_70165.jpg,330,108,159,348,Running
ucfAction/Riding-Horse/008/6029-1_70158.jpg,315,93,132,345,Running
ucfAction/Riding-Horse/008/6029-1_70201.jpg,360,142,172,341,Running
ucfAction/Riding-Horse/008/6029-1_70169.jpg,339,115,144,347,Running
ucfAction/Riding-Horse/008/6029-1_70145.jpg,265,82,159,335,Running
ucfAction/Riding-Horse/008/6029-1_70180.jpg,298,150,183,327,Running
ucfAction/Riding-Horse/008/6029-1_70192.jpg,309,172,160,335,Running
ucfAction/Riding-Horse/008/6029-1_70160.jpg,324,85,162,357,Running
ucfAction/Riding-Horse/008/6029-1_70152.jpg,291,79,150,353,Running
ucfAction/Riding-Horse/008/6029-1_70197.jpg,343,148,157,342,Running
ucfAction/Riding-Horse/008/6029-1_70174.jpg,310,105,162,330,Running
ucfAction/Riding-Horse/008/6029-1_70161.jpg,327,85,175,350,Running
ucfAction/Riding-Horse/008/6029-1_70172.jpg,313,109,159,332,Running
ucfAction/Riding-Horse/008/6029-1_70148.jpg,267,75,159,341,Running
ucfAction/Riding-Horse/008/6029-1_70187.jpg,294,138,169,332,Running
ucfAction/Riding-Horse/008/6029-1_70188.jpg,283,150,172,336,Running
ucfAction/Riding-Horse/008/6029-1_70151.jpg,276,69,147,360,Running
ucfAction/Riding-Horse/008/6029-1_70196.jpg,331,162,172,330,Running
ucfAction/Riding-Horse/008/6029-1_70143.jpg,285,120,144,300,Running
ucfAction/Riding-Horse/008/6029-1_70150.jpg,282,72,136,345,Running
ucfAction/Riding-Horse/008/6029-1_70193.jpg,318,171,159,335,Running
ucfAction/Riding-Horse/008/6029-1_70171.jpg,319,112,159,344,Running
ucfAction/Riding-Horse/008/6029-1_70153.jpg,292,81,139,366,Running
ucfAction/Riding-Horse/008/6029-1_70177.jpg,307,129,153,314,Running
ucfAction/Riding-Horse/008/6029-1_70195.jpg,327,162,162,336,Running
ucfAction/Riding-Horse/008/6029-1_70168.jpg,328,115,169,350,Running
ucfAction/Riding-Horse/008/6029-1_70182.jpg,297,141,157,333,Running
ucfAction/Riding-Horse/008/6029-1_70186.jpg,294,138,178,332,Running
ucfAction/Riding-Horse/008/6029-1_70146.jpg,267,87,157,341,Running
ucfAction/Riding-Horse/008/6029-1_70162.jpg,328,90,174,350,Running
ucfAction/Riding-Horse/008/6029-1_70167.jpg,348,109,154,360,Running
ucfAction/Riding-Horse/008/6029-1_70181.jpg,298,145,162,314,Running
ucfAction/Riding-Horse/008/6029-1_70154.jpg,295,88,153,359,Running
ucfAction/Riding-Horse/008/6029-1_70149.jpg,286,72,153,345,Running
ucfAction/Riding-Horse/008/6029-1_70157.jpg,297,88,165,359,Running
ucfAction/Riding-Horse/008/6029-1_70159.jpg,306,87,172,356,Running
ucfAction/Riding-Horse/008/6029-1_70191.jpg,294,156,148,347,Running
ucfAction/Riding-Horse/008/6029-1_70200.jpg,352,136,178,348,Running
ucfAction/Riding-Horse/008/6029-1_70166.jpg,334,111,160,353,Running
ucfAction/Riding-Horse/test/7467-18_70125.jpg,274,56,216,337,Running
ucfAction/Riding-Horse/test/7467-18_70132.jpg,310,8,200,364,Running
ucfAction/Riding-Horse/test/7467-18_70137.jpg,402,22,203,362,Running
ucfAction/Riding-Horse/test/7467-18_70138b.jpg,410,16,216,369,Running
ucfAction/Riding-Horse/test/7467-18_70127.jpg,307,62,205,336,Running
ucfAction/Riding-Horse/test/7467-18_70126b.jpg,293,67,206,330,Running
ucfAction/Riding-Horse/test/7467-18_70103.jpg,429,35,119,265,Running
ucfAction/Riding-Horse/test/7467-18_70112.jpg,289,36,158,267,Running
ucfAction/Riding-Horse/test/7467-18_70134b.jpg,338,11,201,366,Running
ucfAction/Riding-Horse/test/7467-18_70105c.jpg,372,52,147,218,Running
ucfAction/Riding-Horse/test/7467-18_70121b.jpg,273,59,188,316,Running
ucfAction/Riding-Horse/test/7467-18_70108b.jpg,312,54,160,262,Running
ucfAction/Riding-Horse/test/7467-18_70107b.jpg,344,58,153,249,Running
ucfAction/Riding-Horse/test/7467-18_70117b.jpg,237,48,214,300,Running
ucfAction/Riding-Horse/test/7467-18_70116.jpg,236,49,230,286,Running
ucfAction/Riding-Horse/test/7467-18_70119.jpg,242,65,191,300,Running
ucfAction/Riding-Horse/test/7467-18_70111.jpg,282,46,170,276,Running
ucfAction/Riding-Horse/test/7467-18_70115d.jpg,251,38,191,285,Running
ucfAction/Riding-Horse/test/7467-18_70136.jpg,375,19,206,367,Running
ucfAction/Riding-Horse/test/7467-18_70124.jpg,287,61,206,326,Running
ucfAction/Riding-Horse/test/7467-18_70138.jpg,393,15,234,366,Running
ucfAction/Riding-Horse/test/7467-18_70108.jpg,342,51,150,251,Running
ucfAction/Riding-Horse/test/7467-18_70130b.jpg,313,25,225,364,Running
ucfAction/Riding-Horse/test/7467-18_70123.jpg,275,52,205,329,Running
ucfAction/Riding-Horse/test/7467-18_70111b.jpg,272,45,198,265,Running
ucfAction/Riding-Horse/test/7467-18_70124b.jpg,286,58,206,328,Running
ucfAction/Riding-Horse/test/7467-18_70132b.jpg,314,14,201,350,Running
ucfAction/Riding-Horse/test/7467-18_70113.jpg,267,35,198,269,Running
ucfAction/Riding-Horse/test/7467-18_70109b.jpg,306,47,164,277,Running
ucfAction/Riding-Horse/test/7467-18_70133.jpg,325,9,213,361,Running
ucfAction/Riding-Horse/test/7467-18_70115c.jpg,254,39,198,279,Running
ucfAction/Riding-Horse/test/7467-18_70107.jpg,357,44,155,262,Running
ucfAction/Riding-Horse/test/7467-18_70128b.jpg,318,55,181,341,Running
ucfAction/Riding-Horse/test/7467-18_70134.jpg,345,13,210,366,Running
ucfAction/Riding-Horse/test/7467-18_70114.jpg,275,35,178,268,Running
ucfAction/Riding-Horse/test/7467-18_70115.jpg,260,32,192,284,Running
ucfAction/Riding-Horse/test/7467-18_70122.jpg,267,63,211,315,Running
ucfAction/Riding-Horse/test/7467-18_70117.jpg,231,52,222,295,Running
ucfAction/Riding-Horse/test/7467-18_70109.jpg,302,52,171,259,Running
ucfAction/Riding-Horse/test/7467-18_70129.jpg,318,45,202,349,Running
ucfAction/Riding-Horse/test/7467-18_70105.jpg,378,44,173,251,Running
ucfAction/Riding-Horse/test/7467-18_70118.jpg,227,67,205,292,Running
ucfAction/Riding-Horse/test/7467-18_70126.jpg,291,71,209,323,Running
ucfAction/Riding-Horse/test/7467-18_70120.jpg,252,58,184,326,Running
ucfAction/Riding-Horse/test/7467-18_70118b.jpg,237,64,199,298,Running
ucfAction/Riding-Horse/test/7467-18_70130.jpg,298,26,216,361,Running
ucfAction/Riding-Horse/test/7467-18_70104.jpg,404,36,131,254,Running
ucfAction/Riding-Horse/test/7467-18_70103b.jpg,402,46,161,242,Running
ucfAction/Riding-Horse/test/7467-18_70103c.jpg,419,47,128,246,Running
ucfAction/Riding-Horse/test/7467-18_70131.jpg,315,13,208,368,Running
ucfAction/Riding-Horse/test/7467-18_70106.jpg,368,48,146,254,Running
ucfAction/Riding-Horse/test/7467-18_70128.jpg,307,55,220,341,Running
ucfAction/Riding-Horse/test/7467-18_70110.jpg,288,43,190,274,Running
ucfAction/Riding-Horse/test/7467-18_70111c.jpg,285,44,177,265,Running
ucfAction/Riding-Horse/test/7467-18_70105b.jpg,380,48,146,233,Running
ucfAction/Riding-Horse/test/7467-18_70121.jpg,271,56,197,331,Running
ucfAction/Riding-Horse/test/7467-18_70113b.jpg,274,48,184,257,Running
ucfAction/Riding-Horse/test/7467-18_70115b.jpg,260,34,188,283,Running
ucfAction/Riding-Horse/test/7467-18_70136b.jpg,373,20,215,365,Running
ucfAction/Riding-Horse/test/7467-18_70135.jpg,363,17,196,367,Running
ucfAction/Riding-Horse/005/4456-16_700569.jpg,228,200,83,172,Running
ucfAction/Riding-Horse/005/4456-16_700529.jpg,84,177,73,163,Running
ucfAction/Riding-Horse/005/4456-16_700534.jpg,106,178,82,172,Running
ucfAction/Riding-Horse/005/4456-16_700521.jpg,39,160,72,168,Running
ucfAction/Riding-Horse/005/4456-16_700572.jpg,234,200,85,171,Running
ucfAction/Riding-Horse/005/4456-16_700563.jpg,207,198,78,165,Running
ucfAction/Riding-Horse/005/4456-16_700537.jpg,120,186,73,163,Running
ucfAction/Riding-Horse/005/4456-16_700573.jpg,245,203,78,166,Running
ucfAction/Riding-Horse/005/4456-16_700574.jpg,248,200,82,172,Running
ucfAction/Riding-Horse/005/4456-16_700528.jpg,85,178,72,165,Running
ucfAction/Riding-Horse/005/4456-16_700549.jpg,157,188,77,167,Running
ucfAction/Riding-Horse/005/4456-16_700546.jpg,150,187,70,162,Running
ucfAction/Riding-Horse/005/4456-16_700523.jpg,45,163,83,170,Running
ucfAction/Riding-Horse/005/4456-16_700524.jpg,54,167,80,168,Running
ucfAction/Riding-Horse/005/4456-16_700555.jpg,176,191,78,161,Running
ucfAction/Riding-Horse/005/4456-16_700525.jpg,63,171,75,163,Running
ucfAction/Riding-Horse/005/4456-16_700530.jpg,91,180,70,158,Running
ucfAction/Riding-Horse/005/4456-16_700548.jpg,161,192,75,161,Running
ucfAction/Riding-Horse/005/4456-16_700575.jpg,251,206,84,171,Running
ucfAction/Riding-Horse/005/4456-16_700550.jpg,165,193,71,166,Running
ucfAction/Riding-Horse/005/4456-16_700522.jpg,42,157,74,174,Running
ucfAction/Riding-Horse/005/4456-16_700562.jpg,204,197,76,168,Running
ucfAction/Riding-Horse/005/4456-16_700561.jpg,205,200,77,164,Running
ucfAction/Riding-Horse/005/4456-16_700535.jpg,113,178,71,173,Running
ucfAction/Riding-Horse/005/4456-16_700544.jpg,154,189,70,172,Running
ucfAction/Riding-Horse/005/4456-16_700516.jpg,11,158,77,168,Running
ucfAction/Riding-Horse/005/4456-16_700556.jpg,181,190,77,168,Running
ucfAction/Riding-Horse/005/4456-16_700568.jpg,228,209,73,164,Running
ucfAction/Riding-Horse/005/4456-16_700553.jpg,174,193,69,166,Running
ucfAction/Riding-Horse/005/4456-16_700559.jpg,196,194,70,162,Running
ucfAction/Riding-Horse/005/4456-16_700519.jpg,27,152,79,176,Running
ucfAction/Riding-Horse/005/4456-16_700538.jpg,123,185,70,168,Running
ucfAction/Riding-Horse/005/4456-16_700517.jpg,18,161,75,171,Running
ucfAction/Riding-Horse/005/4456-16_700540.jpg,136,196,68,167,Running
ucfAction/Riding-Horse/005/4456-16_700542.jpg,144,192,75,166,Running
ucfAction/Riding-Horse/005/4456-16_700552.jpg,172,195,70,163,Running
ucfAction/Riding-Horse/005/4456-16_700566.jpg,221,198,73,169,Running
ucfAction/Riding-Horse/005/4456-16_700554.jpg,178,193,77,163,Running
ucfAction/Riding-Horse/005/4456-16_700531.jpg,94,177,76,167,Running
ucfAction/Riding-Horse/005/4456-16_700545.jpg,146,186,74,166,Running
ucfAction/Riding-Horse/005/4456-16_700551.jpg,171,191,70,166,Running
ucfAction/Riding-Horse/005/4456-16_700567.jpg,223,202,75,169,Running
ucfAction/Riding-Horse/005/4456-16_700533.jpg,98,186,75,163,Running
ucfAction/Riding-Horse/005/4456-16_700543.jpg,144,190,74,168,Running
ucfAction/Riding-Horse/005/4456-16_700564.jpg,214,198,74,167,Running
ucfAction/Riding-Horse/005/4456-16_700570.jpg,236,194,87,174,Running
ucfAction/Riding-Horse/005/4456-16_700557.jpg,188,197,71,157,Running
ucfAction/Riding-Horse/005/4456-16_700565.jpg,218,205,74,168,Running
ucfAction/Riding-Horse/005/4456-16_700527.jpg,75,173,69,166,Running
ucfAction/Riding-Horse/005/4456-16_700520.jpg,36,158,74,169,Running
ucfAction/Riding-Horse/005/4456-16_700560.jpg,200,195,74,168,Running
ucfAction/Riding-Horse/005/4456-16_700558.jpg,189,190,79,165,Running
ucfAction/Riding-Horse/005/4456-16_700571.jpg,237,194,77,174,Running
ucfAction/Riding-Horse/005/4456-16_700541.jpg,133,189,77,166,Running
